nickname,region,tier,lp,wins,top4,champ_1,games_champ_1,champ_2,games_champ_2,champ_3,games_champ_3,champ_4,games_champ_4,champ_5,games_champ_5
유통기한 1년#0822,kr,,511 LP,0,7,엘리스,9.0,누누와 윌럼프,8.0,코르키,6.0,갱플랭크,6.0,우르곳,6.0
폭 폭#KR123,kr,,510 LP,0,9,에코,11.0,파우더,8.0,엘리스,7.0,코르키,6.0,카밀,6.0
피릿체스#KR1,kr,,510 LP,2,9,이렐리아,10.0,일라오이,10.0,럼블,9.0,신지드,6.0,이즈리얼,6.0
RonaldoOFTFT#0905,kr,,510 LP,2,13,럼블,11.0,엘리스,10.0,에코,10.0,바이,9.0,파우더,8.0
운탕밑봉달이#KR2,kr,,510 LP,3,12,럼블,10.0,에코,10.0,엘리스,8.0,일라오이,7.0,코르키,7.0
해건이 발닦개2#KR1,kr,,510 LP,4,17,밴더,13.0,바이,12.0,파우더,11.0,드레이븐,11.0,바이올렛,11.0
돌잡이는도란링#KR1,kr,,510 LP,4,13,엘리스,13.0,암베사,8.0,갱플랭크,7.0,바이,7.0,말자하,6.0
바 니#0120,kr,,510 LP,0,9,렐,8.0,엘리스,8.0,레오나,7.0,럼블,7.0,이즈리얼,7.0
백수미필보이#KR1,kr,,510 LP,2,11,바이,8.0,로리스,8.0,트위스티드 페이트,8.0,일라오이,7.0,럼블,7.0
아니이게근데진짜그러니까정말#KR7,kr,,510 LP,5,15,엘리스,16.0,블라디미르,13.0,카시오페아,9.0,르블랑,8.0,실코,8.0
용병단김병준#KR1,kr,,510 LP,2,10,에코,13.0,일라오이,10.0,럼블,10.0,갱플랭크,10.0,엘리스,9.0
얍 얍#KR3,kr,,510 LP,3,12,엘리스,10.0,문도 박사,8.0,바이,8.0,이렐리아,7.0,럼블,6.0
眼精疲労#1711,kr,,510 LP,5,13,렐,8.0,럼블,8.0,이렐리아,7.0,레오나,7.0,트리스타나,7.0
빡냥이#0000,kr,,509 LP,3,11,엘리스,9.0,일라오이,8.0,에코,6.0,트리스타나,6.0,렐,6.0
땡 큐#고맙습니다,kr,,509 LP,3,7,엘리스,9.0,가렌,6.0,블라디미르,6.0,갱플랭크,5.0,바이,5.0
아라하쇼 타비#아이돌,kr,,509 LP,8,11,엘리스,15.0,르블랑,13.0,블라디미르,11.0,스웨인,11.0,나미,10.0
맨유 훌리건#KR1,kr,,509 LP,3,14,엘리스,8.0,스웨인,8.0,블라디미르,7.0,럼블,6.0,트리스타나,6.0
신이슬#dew,kr,,509 LP,2,8,엘리스,18.0,갱플랭크,11.0,럼블,9.0,파우더,8.0,에코,8.0
One Top#111,kr,,509 LP,4,13,럼블,9.0,엘리스,9.0,일라오이,9.0,렐,7.0,워윅,6.0
복수동모서리#KR1,kr,,508 LP,2,12,엘리스,8.0,로리스,8.0,일라오이,7.0,이렐리아,6.0,갱플랭크,6.0
김태광 사생팬#KR1,kr,,508 LP,1,11,렐,11.0,일라오이,11.0,이렐리아,10.0,누누와 윌럼프,8.0,럼블,7.0
경희대 회세과#박정수,kr,,508 LP,2,11,엘리스,9.0,럼블,8.0,에코,8.0,갱플랭크,7.0,스카,5.0
김우진짱#KR1,kr,,508 LP,5,10,엘리스,10.0,누누와 윌럼프,7.0,나미,6.0,조이,6.0,암베사,6.0
호 랑#KR3,kr,,508 LP,0,9,가렌,9.0,로리스,7.0,스카,7.0,에코,7.0,카밀,6.0
피로물든팬티#KR1,kr,,507 LP,2,14,로리스,10.0,럼블,9.0,바이,9.0,케이틀린,9.0,카밀,7.0
민 우#1997,kr,,507 LP,2,12,엘리스,10.0,문도 박사,7.0,블리츠크랭크,6.0,블라디미르,6.0,트리스타나,6.0
류지우#KR1,kr,,507 LP,5,18,엘리스,9.0,갱플랭크,8.0,바이,8.0,스웨인,7.0,렐,7.0
emreh#0312,kr,,507 LP,5,11,렐,11.0,일라오이,10.0,이렐리아,10.0,벡스,9.0,모르가나,8.0
Dari#DOL,kr,,507 LP,3,12,에코,13.0,파우더,12.0,스미치,10.0,스카,8.0,가렌,8.0
bingbingbing#KR1,kr,,506 LP,4,14,엘리스,12.0,에코,9.0,럼블,9.0,갱플랭크,7.0,코르키,7.0
다음팟#KR1,kr,,506 LP,5,11,일라오이,8.0,이렐리아,8.0,이즈리얼,7.0,럼블,7.0,엘리스,6.0
보슬보슬#KR5,kr,,506 LP,5,15,갱플랭크,12.0,코르키,11.0,엘리스,11.0,파우더,10.0,럼블,10.0
저즈한#123,kr,,506 LP,2,10,엘리스,10.0,바이,10.0,에코,8.0,카밀,8.0,누누와 윌럼프,7.0
복슬한 삽살개#KR1,kr,,506 LP,0,10,트위치,9.0,누누와 윌럼프,8.0,엘리스,8.0,빅토르,7.0,렐,6.0
김정동 21살 무직#KR1,kr,,505 LP,4,14,엘리스,12.0,누누와 윌럼프,10.0,바이,8.0,우르곳,7.0,밴더,6.0
카리스마game#KR1,kr,,505 LP,5,12,엘리스,16.0,가렌,11.0,모르가나,9.0,블라디미르,8.0,모데카이저,8.0
똥끼나이스#KR1,kr,,505 LP,3,10,엘리스,11.0,조이,7.0,나미,7.0,빅토르,6.0,이렐리아,6.0
sptmbr#TFT,kr,,505 LP,5,11,럼블,13.0,일라오이,12.0,에코,9.0,갱플랭크,8.0,이렐리아,7.0
차은우#재찬후잉,kr,,505 LP,2,11,누누와 윌럼프,9.0,우르곳,8.0,갱플랭크,8.0,엘리스,7.0,이렐리아,6.0
Demetori#KR1,kr,,505 LP,4,14,엘리스,10.0,문도 박사,9.0,에코,7.0,모데카이저,6.0,코르키,6.0
락새로이#KR1,kr,,504 LP,7,14,에코,10.0,엘리스,9.0,갱플랭크,8.0,럼블,8.0,일라오이,8.0
Gold Thief#KR1,kr,,504 LP,4,13,바이,10.0,에코,9.0,갱플랭크,9.0,럼블,8.0,로리스,8.0
진혁꽃CHU보경이꺼#KR111,kr,,504 LP,5,11,갱플랭크,8.0,에코,7.0,스미치,7.0,코르키,6.0,엘리스,6.0
미역처럼살자#KR1,kr,,504 LP,2,11,엘리스,10.0,일라오이,8.0,파우더,7.0,갱플랭크,7.0,럼블,7.0
둘 둘 이 다#2222,kr,,504 LP,3,9,갱플랭크,10.0,렐,10.0,제이스,9.0,엘리스,7.0,코르키,7.0
아가야#아가동산,kr,,503 LP,1,8,엘리스,10.0,블라디미르,8.0,나미,7.0,스웨인,7.0,조이,7.0
Pray#Peace,kr,,503 LP,3,10,로리스,9.0,트위치,8.0,이렐리아,8.0,일라오이,8.0,럼블,7.0
꼬맹이소환사#KR1,kr,,503 LP,3,12,엘리스,11.0,에코,10.0,바이,9.0,럼블,9.0,로리스,8.0
BroStone#777,kr,,503 LP,1,8,에코,11.0,엘리스,10.0,코르키,10.0,갱플랭크,9.0,바이,8.0
원해서그런거아님#KR1,kr,,503 LP,1,12,에코,9.0,엘리스,7.0,징크스,5.0,바이,5.0,이즈리얼,5.0
로빈이형#1999,kr,,503 LP,3,10,엘리스,8.0,에코,8.0,럼블,6.0,이렐리아,6.0,일라오이,6.0
말캉차선#0303,kr,,503 LP,4,9,제이스,10.0,엘리스,9.0,암베사,8.0,가렌,7.0,럼블,6.0
cvvglo#KR1,kr,,502 LP,3,10,엘리스,11.0,가렌,7.0,블라디미르,6.0,제이스,5.0,바이,5.0
이길각나왔다#KR1,kr,,502 LP,4,8,엘리스,12.0,럼블,8.0,바이,8.0,빅토르,7.0,스웨인,7.0
snorlax#kr3,kr,,502 LP,3,12,에코,9.0,럼블,8.0,엘리스,7.0,르블랑,7.0,일라오이,7.0
삼호동거주민#KR1,kr,,502 LP,5,13,엘리스,10.0,갱플랭크,7.0,누누와 윌럼프,6.0,블라디미르,6.0,암베사,6.0
고뭉치볶음밥#KR1,kr,,502 LP,2,12,가렌,9.0,에코,7.0,엘리스,7.0,카밀,6.0,빅토르,5.0
미남현도#KR1,kr,,502 LP,3,9,엘리스,11.0,갱플랭크,9.0,바이,8.0,스웨인,8.0,코르키,7.0
Apple Mint100#KR1,kr,,502 LP,6,13,엘리스,11.0,로리스,8.0,블라디미르,7.0,럼블,6.0,바이,6.0
최민하#KR1,kr,,501 LP,2,9,엘리스,13.0,문도 박사,8.0,바이,8.0,트위치,6.0,우르곳,6.0
개 오 크#KR1,kr,,501 LP,4,13,엘리스,12.0,스웨인,8.0,르블랑,7.0,가렌,7.0,갱플랭크,6.0
머깨장#KR1,kr,,501 LP,3,9,럼블,9.0,에코,8.0,바이,8.0,파우더,8.0,카밀,7.0
흘려보낸 시간#KR1,kr,,501 LP,3,13,제이스,10.0,엘리스,10.0,럼블,8.0,갱플랭크,6.0,이즈리얼,6.0
정움구#KR1,kr,,501 LP,1,12,럼블,10.0,징크스,9.0,에코,9.0,이렐리아,8.0,일라오이,8.0
실직폐업부채자살이혼 휴게실#eth,kr,,501 LP,0,10,가렌,14.0,르블랑,12.0,블라디미르,11.0,엘리스,9.0,카시오페아,8.0
정은호#0117,kr,,501 LP,7,17,엘리스,11.0,모데카이저,10.0,스웨인,9.0,암베사,8.0,럼블,6.0
눈 마주치면 결혼 생각#딸1아들1,kr,,501 LP,4,12,엘리스,10.0,바이,8.0,제이스,7.0,갱플랭크,6.0,럼블,6.0
RightEye2KR#7450,kr,,501 LP,1,12,누누와 윌럼프,10.0,엘리스,10.0,우르곳,9.0,자이라,8.0,문도 박사,7.0
hiroshi113#KR1,kr,,500 LP,4,10,엘리스,10.0,바이,9.0,럼블,8.0,에코,8.0,갱플랭크,7.0
기레기는기레기#KR1,kr,,500 LP,5,12,엘리스,10.0,에코,7.0,일라오이,7.0,럼블,6.0,트위스티드 페이트,6.0
장래희망 집냥이#KR1,kr,,500 LP,0,9,문도 박사,11.0,엘리스,11.0,누누와 윌럼프,9.0,트위치,6.0,우르곳,6.0
전략적 팀 전투#s13,kr,,500 LP,1,12,엘리스,11.0,럼블,10.0,르블랑,8.0,갱플랭크,8.0,트리스타나,8.0
분 탱#KR1,kr,,499 LP,1,10,엘리스,10.0,누누와 윌럼프,9.0,일라오이,7.0,이렐리아,7.0,문도 박사,6.0
멸 치#KR2,kr,,499 LP,1,10,일라오이,9.0,이렐리아,8.0,이즈리얼,7.0,가렌,5.0,럼블,5.0
쁘띠세로로#KR1,kr,,499 LP,4,9,파우더,12.0,갱플랭크,12.0,엘리스,9.0,에코,8.0,트리스타나,8.0
전투적팀전략#KR1,kr,,499 LP,3,11,이렐리아,9.0,일라오이,9.0,엘리스,9.0,렐,8.0,이즈리얼,7.0
불국사 목탁도둑 김춘자#KR1,kr,,499 LP,2,8,엘리스,13.0,트리스타나,10.0,갱플랭크,9.0,코르키,9.0,누누와 윌럼프,8.0
싸움여행#KR1,kr,,498 LP,6,9,엘리스,11.0,럼블,8.0,조이,7.0,일라오이,7.0,블라디미르,6.0
버러지도살자#lol,kr,,498 LP,2,8,이즈리얼,11.0,코르키,11.0,제이스,9.0,갱플랭크,8.0,일라오이,8.0
Happy Rock#omen,kr,,498 LP,2,14,가렌,11.0,엘리스,11.0,블라디미르,8.0,코르키,7.0,바이,6.0
버럭무#KR0,kr,,498 LP,5,13,엘리스,10.0,가렌,10.0,스웨인,8.0,암베사,7.0,갱플랭크,6.0
도도한오징#KR1,kr,,497 LP,5,16,레오나,13.0,이렐리아,13.0,렐,13.0,일라오이,12.0,하이머딩거,11.0
귀여운펭구자나#KR1,kr,,497 LP,2,17,엘리스,9.0,빅토르,8.0,누누와 윌럼프,8.0,문도 박사,8.0,징크스,7.0
가는대로주는자#KU1,kr,,497 LP,6,12,엘리스,10.0,누누와 윌럼프,7.0,일라오이,6.0,럼블,5.0,에코,5.0
강한남자남동후#KR1,kr,,497 LP,1,7,럼블,11.0,일라오이,8.0,에코,7.0,엘리스,6.0,이렐리아,6.0
다은이#KR2,kr,,497 LP,4,11,엘리스,10.0,럼블,8.0,에코,7.0,누누와 윌럼프,7.0,바이,7.0
기맴민#KR1,kr,,496 LP,2,13,엘리스,12.0,바이,9.0,스웨인,8.0,암베사,8.0,누누와 윌럼프,7.0
음무우우#KR1,kr,,496 LP,3,12,스미치,10.0,이즈리얼,9.0,코르키,8.0,제이스,7.0,엘리스,6.0
Sad Ending#glory,kr,,496 LP,8,14,엘리스,13.0,럼블,11.0,에코,11.0,갱플랭크,10.0,파우더,10.0
lIlllIlIIlll#KR1,kr,,496 LP,2,13,코르키,14.0,에코,14.0,갱플랭크,12.0,파우더,10.0,럼블,9.0
27살#27살,kr,,496 LP,2,12,암베사,10.0,블라디미르,10.0,가렌,10.0,조이,9.0,엘리스,8.0
Czarl#KR1,kr,,496 LP,2,12,엘리스,13.0,럼블,8.0,나미,8.0,누누와 윌럼프,7.0,바이,7.0
김창식#722,kr,,496 LP,3,12,문도 박사,8.0,엘리스,8.0,에코,7.0,이렐리아,6.0,럼블,6.0
모카플래치노#KR1,kr,,496 LP,4,12,에코,12.0,엘리스,9.0,럼블,8.0,렐,7.0,갱플랭크,7.0
성장판조절장인#KR1,kr,,496 LP,5,13,모데카이저,7.0,갱플랭크,7.0,신지드,6.0,레나타 글라스크,6.0,실코,6.0
도구조작법#KR1,kr,,496 LP,5,11,에코,8.0,가렌,7.0,이렐리아,6.0,일라오이,6.0,럼블,5.0
김1상어#KR1,kr,,495 LP,3,11,엘리스,7.0,블라디미르,7.0,바이,7.0,문도 박사,6.0,가렌,6.0
도구백정충#KR1,kr,,495 LP,0,11,엘리스,9.0,럼블,8.0,갱플랭크,7.0,바이,7.0,렐,7.0
솜 이#KOR,kr,,495 LP,3,14,트위스티드 페이트,9.0,케이틀린,9.0,암베사,7.0,럼블,7.0,바이,7.0
수련중 방해금지#KR1,kr,,494 LP,0,10,일라오이,13.0,이렐리아,11.0,럼블,10.0,렐,10.0,벡스,9.0
나는윤석열입니다#KR1,kr,,494 LP,2,10,문도 박사,12.0,실코,11.0,엘리스,10.0,모데카이저,9.0,블라디미르,8.0
그만 좀 잘하고 싶다#111,kr,,494 LP,5,12,럼블,10.0,렐,10.0,일라오이,9.0,엘리스,9.0,이즈리얼,9.0
이게공주라고#KR1,kr,,494 LP,1,9,엘리스,8.0,에코,8.0,가렌,7.0,이렐리아,7.0,일라오이,7.0
응애통#0630,kr,,494 LP,4,9,일라오이,13.0,이렐리아,11.0,로리스,9.0,렐,9.0,신지드,8.0
우영미#111,kr,,494 LP,2,11,암베사,8.0,로리스,8.0,트위스티드 페이트,8.0,엘리스,7.0,럼블,7.0
루세트#3726,kr,,493 LP,5,13,엘리스,14.0,블라디미르,9.0,스웨인,9.0,가렌,8.0,트리스타나,8.0
우즈마키 조나단#KR1,kr,,493 LP,1,9,엘리스,13.0,암베사,11.0,트리스타나,8.0,럼블,7.0,스웨인,7.0
ch0vy#KR1,kr,,493 LP,3,14,제이스,9.0,엘리스,9.0,에코,8.0,자이라,8.0,가렌,8.0
매운문어볶음#KR1,kr,,493 LP,5,15,케이틀린,9.0,바이,8.0,에코,8.0,스카,7.0,가렌,7.0
두이연#KR1,kr,,493 LP,2,10,럼블,11.0,렐,10.0,엘리스,8.0,일라오이,7.0,에코,7.0
배가너무자주고파#4141,kr,,492 LP,1,7,가렌,15.0,블라디미르,9.0,엘리스,8.0,문도 박사,8.0,카시오페아,7.0
터 릇#KR1,kr,,492 LP,3,15,스웨인,9.0,일라오이,7.0,럭스,6.0,갱플랭크,6.0,엘리스,6.0
쥐발롬#KR1,kr,,492 LP,2,12,에코,10.0,가렌,8.0,럼블,8.0,엘리스,8.0,빅토르,6.0
TFT 문준선#KR1,kr,,492 LP,6,13,럼블,13.0,에코,9.0,코르키,9.0,일라오이,8.0,하이머딩거,8.0
숟가락야캐요#KR1,kr,,492 LP,3,10,렐,9.0,일라오이,7.0,암베사,7.0,럼블,6.0,트위스티드 페이트,6.0
생각말고 해#KR1,kr,,492 LP,2,12,엘리스,12.0,에코,10.0,럼블,10.0,갱플랭크,9.0,파우더,9.0
아이스크림콘뿔보#KR1,kr,,491 LP,2,7,바이,10.0,케이틀린,8.0,로리스,7.0,럼블,7.0,제이스,6.0
